State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
2500,02/14/2022,22.7,16.4,6.45,28.4,27.4,18,-18.6,29.1,31.2
3400,02/14/2022,24.8,23.8,45.6,36.9,26,19.8,-2.32,33.4,40.7
3600,02/14/2022,20.4,14.8,15.1,32.8,25.5,13.7,-12.5,29.5,33.3
4400,02/14/2022,12.2,-8.56,-10,13.2,19.9,-4.39,58.1,15.8,12.6
900,02/15/2022,23.3,27.6,11.7,34.9,33.5,22.9,-26.5,31.3,29.6
2500,02/15/2022,23.4,16.9,6.56,27.6,27.4,20.1,-16.7,30.5,34.2
3400,02/15/2022,24.7,23.2,42.7,34.4,23.9,22.2,-0.871,31.2,38.3
3600,02/15/2022,20.6,16.7,17.6,31.7,23.2,16.6,-9.65,28,32.6
4400,02/15/2022,16.8,-8.96,-2.66,14.2,18.8,17.6,31.2,18.1,18.2
900,02/16/2022,24.1,29.1,9.25,33.4,32.1,30.4,-24.2,30.1,28.6
2500,02/16/2022,23.6,15.7,7.85,28,27.7,25.4,-16.3,30.7,34
3400,02/16/2022,25.3,23,42.6,35.2,23.6,21.4,6.1,30.8,37.8
3600,02/16/2022,21.3,15.7,18.2,33.3,22.7,21.2,-6.06,28.3,33.5
4400,02/16/2022,19.8,-3.3,0.358,22.3,17.8,37.9,73.2,20.1,23.3
900,02/17/2022,25.1,28.9,9.96,35.7,32.4,33.1,-28,31.6,30.9
2500,02/17/2022,23.6,14,9.07,28.3,30.1,24.5,-12.9,31.3,32.4
3400,02/17/2022,26.1,20.9,41.2,36,23.9,25.2,9.28,30.3,36.4
3600,02/17/2022,23,15.7,17.7,33.6,23,24.6,-3.03,28.4,33.6
4400,02/17/2022,18.4,-4.35,8.23,27.3,14.7,46.7,54.7,21.5,29.7
900,02/18/2022,22.4,26.1,12.3,32.8,25.4,30.2,-27.4,27.4,28.9
2500,02/18/2022,23.4,14.8,12.4,27,26,18.3,-9.36,29.7,33.7
3400,02/18/2022,24.3,19.9,40.7,33.2,18.2,22.6,10.4,26.3,34.1
3600,02/18/2022,21.6,14.1,19.1,30.8,17.9,23.2,0.0071,25,31.7
4400,02/18/2022,13.4,-5.65,-9.78,23.7,10.1,45.6,58.7,17.6,26
900,02/19/2022,19.9,22.7,15.3,27.5,18.2,28.4,-26.3,22.3,25.4
2500,02/19/2022,22.4,15.1,11.2,25.8,20,18.2,-5.03,26,32.5
3400,02/19/2022,22.5,19.2,40.5,30.3,11.3,22,11.1,21.9,32.2
3600,02/19/2022,20.2,12.8,18.7,27.5,11.7,22.3,1.4,20.3,28.4
4400,02/19/2022,10.6,-8.25,-13.8,27.5,7,45.7,42.9,18.4,30.7
900,02/20/2022,21.4,26,15.5,31.8,15.3,26.1,-22.5,24.9,32.1
2500,02/20/2022,23,17.6,11.8,28.5,16.6,20.6,5.18,25.4,35
3400,02/20/2022,25.4,24.3,37.9,38.9,11.9,27.1,12.1,26.5,40.7
3600,02/20/2022,21,14.6,14.3,32.1,10.6,25.3,2.62,22.7,34.2
4400,02/20/2022,14,-4.43,-8.48,31.8,5.01,32.3,74.8,31.1,59.6
900,02/21/2022,32.3,39.2,25.2,42.5,28.6,51.5,-15.5,34.4,38.3
2500,02/21/2022,27.5,21.2,12.9,38.4,23.1,22,-1.14,32.1,41.8
3400,02/21/2022,27.2,22.4,40.4,38.3,12.2,36,16.3,26.2,39.6
3600,02/21/2022,25.3,17.6,16.5,36.9,13.4,34.2,3.68,26.2,38.3
4400,02/21/2022,27,-3.25,-4.89,50,6.66,103,86.8,47.5,99.7
900,02/22/2022,22.6,26.8,16.1,34.6,17.9,18.7,-19,28.8,36.9
2500,02/22/2022,22.9,15.5,0.866,28.9,16.7,34.6,3.54,26.7,37.7
3400,02/22/2022,25,30,41.2,41.9,12.6,22.9,6.69,28.2,43.3
3600,02/22/2022,20.2,12.1,11.9,27.3,13.2,23.5,0.806,22.4,30.8
4400,02/22/2022,15.1,7.9,-2.71,23.8,6.9,25.9,23.1,29.2,52.5
900,02/23/2022,22.6,26.3,20,35.8,17.4,8.75,-20.7,29.3,38.2
2500,02/23/2022,23.8,18.5,3.4,31.6,16.2,30.5,1.28,26.8,38.7
3400,02/23/2022,23.8,29.1,39.6,41.4,10.7,23.5,3.73,27.2,43.3
3600,02/23/2022,20.1,13.6,7.46,26.2,12.1,20.1,0.83,22.2,31.5
4400,02/23/2022,21.7,9.49,-0.165,21.5,3.24,7.01,87.5,28.3,54.3
900,02/24/2022,23.8,26.2,18.4,35.9,22.2,8.21,-14.1,32.2,39.7
2500,02/24/2022,27.6,22.7,5.4,37.2,21.5,34.5,2.59,32.2,44.9
3400,02/24/2022,24.5,30.8,40.9,42,10.8,23.1,1.27,28,44.8
3600,02/24/2022,22.1,15.4,10.6,28.6,13.8,19.3,0.439,24.8,35
4400,02/24/2022,27.8,14.3,-9.92,19,11.8,13.8,97.5,36,60.5
900,02/25/2022,21,22.1,16.9,31.6,21.5,5.9,-13.6,28.5,33.6
2500,02/25/2022,22.5,15.6,4.3,33.8,15.1,27.7,1.65,25.3,37.1
3400,02/25/2022,24.8,29,43.1,41.1,12.2,23.8,-0.276,28.3,43.9
3600,02/25/2022,22.3,15,15.5,28.4,15.1,18.3,-0.537,24.9,33.7
4400,02/25/2022,30.6,8.71,-6.96,19.4,12.1,-3.68,92.7,39.1,66.7
900,02/26/2022,24.3,30.9,16,35.6,25,7.44,-10.4,31.4,36
2500,02/26/2022,22.3,14.2,1.57,33.4,18,28.5,-3.11,26.5,36.4
3400,02/26/2022,26.5,29.5,45.2,44.1,14.9,25,0.815,30.1,44.7
3600,02/26/2022,23.1,17.4,17.9,30.1,15.6,17.4,0.445,26.5,36.4
4400,02/26/2022,28.6,12.1,7.22,22.2,9.29,-1.38,64.4,34.7,60
900,02/27/2022,23.8,28.4,14.4,35.1,25.4,5.92,-12.4,31.1,35.1
2500,02/27/2022,22.5,13.2,-0.776,34.7,19.1,30.7,-5.35,27.1,36.5
3400,02/27/2022,25.7,25,44.5,42.6,15,22.1,1.17,28.5,41.2
3600,02/27/2022,23.9,16.5,17.7,29,17,14.3,3.58,26.1,34.2
4400,02/27/2022,28.3,11.4,7.08,18.8,11.4,9.95,44.2,24.2,36.7
900,02/28/2022,23.2,27.4,15.5,34.3,23.8,7.81,-11.2,28.9,32.5
2500,02/28/2022,24.6,14.1,7.17,38.3,20.4,33.8,-1.37,28.4,37.7
3400,02/28/2022,26.6,21.9,40.4,43.2,14.6,23.5,4.63,28.8,42.2
3600,02/28/2022,24.4,18.1,18.1,32.8,15.2,18.6,2.81,26,35.9
4400,02/28/2022,29.7,10.3,1.62,20.8,5.42,1.01,64.3,23.2,40.7
900,03/01/2022,21.9,27.2,5.66,33.3,19.6,12.5,-9.6,26.2,30.9
2500,03/01/2022,21.5,15,4.6,34.9,12.7,29.8,-1.48,21,30.8
3400,03/01/2022,27.3,21.5,27.3,44.4,16.6,24.4,8.14,29.8,42.3
3600,03/01/2022,24.1,20.5,9.34,35.5,15.3,16,3.26,27.3,38.5
4400,03/01/2022,27.7,8.65,-4.46,23.1,3.78,16.4,100,21.6,39.2
900,03/02/2022,23.2,28.6,2.2,37.6,23.3,16.3,-5.11,30.2,35.2
2500,03/02/2022,22.2,14.7,3.09,36.9,13.5,31.1,2.49,22.2,32.5
3400,03/02/2022,29.7,24.3,28.9,44.9,17.3,24.1,8.37,31.2,44.4
3600,03/02/2022,24.3,20.5,11,36.9,14.9,17.3,1.64,27,38.5
4400,03/02/2022,21.9,6.65,-8.12,31,6.86,13.7,1.92,26.5,46.2
900,03/03/2022,20.8,32.1,-0.12,35.1,12.8,12.6,-5.2,24.1,32.4
2500,03/03/2022,18.5,12.4,-0.391,29.8,3.85,33.8,0.557,13.8,25.6
3400,03/03/2022,29.1,26.6,27.8,44.6,13.5,23.8,11.9,28.7,43.4
3600,03/03/2022,22.4,19.5,8.04,33.4,9.05,18.7,5.27,22.4,35.2
4400,03/03/2022,10.8,-24.2,-1.51,32.2,-2.08,2.03,8.31,15.2,32.7
900,03/04/2022,23.8,33.7,-1.29,39.3,18.8,24.5,-8.88,29.6,37.6
2500,03/04/2022,25.1,15,-2.59,38.4,14.2,43.5,-0.957,23.8,35.1
3400,03/04/2022,28.2,25.3,25.3,44.4,14.2,21.5,12.6,29.2,43.6
3600,03/04/2022,22.1,18.1,4.79,34.1,11.3,17.3,4.44,24.1,36.4
4400,03/04/2022,14.9,-20.2,0.848,33.2,3.23,24.1,5.96,21.5,40.5
900,03/05/2022,23.2,31.3,0.987,39.4,17.6,19.9,-7.6,29.1,37.6
2500,03/05/2022,23.9,16.1,1.27,37.5,12.5,44.5,-1.22,22.6,34.6
3400,03/05/2022,26.8,23.8,22.3,42.6,12.8,20,10.6,28.1,42.9
3600,03/05/2022,21.4,17.5,4.95,33.8,11.2,16.6,3.68,23.5,35.4
4400,03/05/2022,17.4,-19.4,1.17,29.8,5.25,27.3,42.7,25,45.3
900,03/06/2022,23,28.8,-2.12,37.9,17.5,19.1,-7.13,28.6,36.8
2500,03/06/2022,22.5,14.4,-0.075,36.7,12.7,37.4,-2.58,21.5,31.8
3400,03/06/2022,26.1,22.1,22.2,39.3,11.9,19,11.6,26.5,40.6
3600,03/06/2022,20.9,17.3,4.62,32.5,10.4,15.6,3.85,22.4,34
4400,03/06/2022,14.9,-21.5,-5.48,37.4,3.41,11.8,80.2,22.7,43.2
900,03/07/2022,23.7,30.1,-1.51,39.1,17.7,15.7,-7.14,29.7,38.9
2500,03/07/2022,21.5,15.3,-0.966,34.6,12,32.2,-2.93,20,29.1
3400,03/07/2022,26.2,22.7,23.7,39.5,12,18.8,11.9,27.2,41.9
3600,03/07/2022,21.7,16.3,4.44,31.1,11.7,15.2,6.53,22.8,33.3
4400,03/07/2022,12.3,-21.5,-15.4,29.5,6.68,43.4,88.6,21.4,36.1
900,03/08/2022,23.6,29.2,3.07,37.2,20.2,16.1,-8.69,30.8,38.9
2500,03/08/2022,23.8,13,5.56,38.2,19.9,35.6,1.77,26.7,34.5
3400,03/08/2022,26.6,22.1,36.5,39.1,12.4,16.9,11.1,27.2,41.5
3600,03/08/2022,23.1,15.7,11.1,30.2,12.4,17.4,7.49,23,32.8
4400,03/08/2022,12.9,-20.5,-19.9,28.6,12,-5.51,84.5,25.3,37.5
900,03/09/2022,20.7,27.6,5.63,29.2,14.9,15,-8.7,23.2,29.4
2500,03/09/2022,21.1,11.1,4.04,29.3,15.8,40.7,3.61,21,26.7
3400,03/09/2022,24.2,20.6,36.2,36,11.5,16.1,12,24.8,37.5
3600,03/09/2022,22,13.1,9.36,26.5,12.2,18.8,9.36,21.4,29.8
4400,03/09/2022,7.37,-20.4,-17.2,20.9,9.13,4.49,75.2,16.5,22
900,03/10/2022,24.5,26.1,13.4,32.8,23.3,19.3,-8.77,29.1,33.3
2500,03/10/2022,23.2,12.6,0.995,32.6,20.1,37.1,4.68,25.5,31.4
3400,03/10/2022,25.5,20.1,39.1,37.6,16.1,16.3,11.7,28.2,39.6
3600,03/10/2022,23.4,13.4,12.7,29,17.1,18.6,8.9,24.9,31.9
4400,03/10/2022,16,5.49,-33.6,29.5,16.1,29.8,78.7,25.3,32.6
900,03/11/2022,26.5,28.4,12.6,32.3,26.6,14.6,0.459,30.5,33.3
2500,03/11/2022,21.8,14.2,-0.797,28.3,18.9,34.7,7.49,23.6,28.6
3400,03/11/2022,26.7,21.9,39.3,38.6,18.8,17,12.5,29.2,38.9
3600,03/11/2022,25,13.9,11.6,30.9,20,20.4,11,27.3,33.8
4400,03/11/2022,15,7.07,-34.8,40,18.6,20.7,110,30.1,39.9
900,03/12/2022,26.3,26.9,11,28.1,26.6,18.5,-1.23,29.2,31.1
2500,03/12/2022,22.4,12.9,-5.16,26.9,19.1,36.5,7.33,22.9,26.9
3400,03/12/2022,25.2,19.9,39.8,33.4,17.2,18.3,16.3,25.1,32.5
3600,03/12/2022,24.1,11.9,10.1,28.1,18.4,22.4,11.7,25,30.8
4400,03/12/2022,13.7,6.14,-31,49.2,19,27.4,139,34.6,50.5
900,03/13/2022,28.2,28,15,30.4,30.4,24,1.52,31.6,32.4
2500,03/13/2022,24,13,-1.88,26.2,19.5,42.7,8.99,24.3,29.3
3400,03/13/2022,25.7,20.3,39,34.5,18.4,17.7,16.7,26,33
3600,03/13/2022,24.2,11.6,10.3,28.4,18.9,20.1,9.56,25.2,30.6
4400,03/13/2022,14.6,11.7,-41.6,55.7,20.2,39.5,118,39.1,58.8
900,03/14/2022,28.6,26.6,18.9,28.1,30.5,28.4,4.85,31,31.3
2500,03/14/2022,24.4,12.3,3.54,26.6,19.7,43.5,9.03,25,30.5
3400,03/14/2022,25.8,20,42.4,35.8,18.6,19.3,15.7,26.4,33.5
3600,03/14/2022,24,11.8,12,28.9,19.3,21.2,6.88,26,31.8
4400,03/14/2022,14.9,13.7,-49.7,59.4,20.2,33.1,114,40,60.8
900,03/15/2022,31.7,28.4,26.4,30.4,33,34.4,4.01,33.3,33.3
2500,03/15/2022,23.9,12.7,3.29,25.2,18.8,41,3.1,24.7,30.9
3400,03/15/2022,25.2,20.6,38.3,35.2,18.4,17.2,15.1,26,32.9
3600,03/15/2022,23.6,11.2,13.2,29.5,19.2,20.3,5.32,26.4,32.6
4400,03/15/2022,16.8,13.5,-47.9,64.2,20.4,56,122,40.8,61.9
900,03/16/2022,32.9,30.2,25.3,36.5,36.5,36.6,2.6,37.7,38.4
2500,03/16/2022,25.2,13.5,9.09,28.8,20.7,33,-0.274,28.4,36.5
3400,03/16/2022,26.2,21.9,39.2,37.1,20.4,16.6,13.6,28,34.8
3600,03/16/2022,24.8,13,19.3,32.7,20.8,20.2,5.88,28.4,35
4400,03/16/2022,20.8,12.6,-45.6,72.6,21.6,36.6,158,48.3,77.6
900,03/17/2022,31,30.5,25,35.1,35.6,34.9,0.266,36.1,36.3
2500,03/17/2022,24,12.7,12.9,27.3,19,33.3,1.79,26.5,34.5
3400,03/17/2022,24.6,21.1,39.9,34.4,18.2,15.9,9.74,26.2,33.3
3600,03/17/2022,23.3,12.7,18.3,28.6,18.9,18.3,4.37,26,32
4400,03/17/2022,17.1,9.82,-43.1,71.8,20,9.1,129,48.9,81
900,03/18/2022,29.6,29.2,33.3,34.8,31.5,37.1,-2.67,34.4,36.4
2500,03/18/2022,24.1,13.5,17.3,27.4,16.7,33.4,-1.73,25.6,34.9
3400,03/18/2022,23.8,21.9,43.2,33.4,14.9,15.6,10,24.7,33.6
3600,03/18/2022,22.6,13.5,19.5,26.4,15.1,18.5,2.22,23.7,31
4400,03/18/2022,16.9,10.1,-46,60.3,13.9,10.5,111,38.4,64.4
900,03/19/2022,31,31.1,29.7,39,34.9,34.6,-0.2,37,38.3
2500,03/19/2022,26.6,15.1,24.8,31.7,18.7,38.1,-0.564,32.2,46.2
3400,03/19/2022,25.8,24.5,47.5,38.4,17.3,14.1,8.92,29.7,40.7
3600,03/19/2022,24.2,14.7,20.1,29.4,17.2,20.6,3.29,27.1,35.6
4400,03/19/2022,15.6,9.61,-52.5,53.3,13.3,-14.5,25.7,37.9,63.3
900,03/20/2022,28.7,29.4,27.2,36.1,33.5,28.1,-0.55,34.6,35.3
2500,03/20/2022,25.8,14.9,21,31.8,17.8,38.1,0.546,32.2,47.2
3400,03/20/2022,25,24.5,45.9,36.8,16.7,15.7,7.78,29.5,40.9
3600,03/20/2022,24.5,15.7,19.3,29.3,17,25.7,4.3,27.7,36.8
4400,03/20/2022,13.2,6.6,-48.1,46.5,14,-14.2,57.4,33,51.4
900,03/21/2022,29.1,29,19.9,39.7,33.6,31.5,-4.63,36.2,37.8
2500,03/21/2022,25.2,15.4,18.4,30.7,17.7,36,0.645,32.7,48.4
3400,03/21/2022,25.2,24.1,41,37.1,17.2,17,7.2,30.3,41.8
3600,03/21/2022,24.3,16,22.3,32,17.1,25.6,1.56,28.3,37.9
4400,03/21/2022,16,2.84,-22.5,52.8,15,-32.2,8.64,36.4,57
900,03/22/2022,27.9,27.9,16.5,40.2,34.4,25.7,-5.22,36,36.9
2500,03/22/2022,26.6,16.7,19,34.7,18.8,43.9,-0.806,34,49.7
3400,03/22/2022,24.8,22.9,44.3,37.8,16.8,18.4,5.28,30.5,42.6
3600,03/22/2022,25,16.8,21,33.6,17.2,27.7,2.46,28.8,38.8
4400,03/22/2022,13.2,0.278,-34.8,57.3,11.1,-40,-8.79,36.9,63.7
900,03/23/2022,27.9,26.1,18.5,35,34.5,26.4,-4.52,35.2,35.5
2500,03/23/2022,25.8,14.6,16.7,35.5,18.3,47.8,-3.56,33.5,49.5
3400,03/23/2022,24.6,22.3,45.4,37.7,16.2,22,5.65,30.4,42.8
3600,03/23/2022,24.2,17.1,18.6,30.8,16.9,26.2,2,27.9,37.1
4400,03/23/2022,12.3,-0.858,-32.2,48.6,10.9,-39.3,55.4,30.4,50.2
900,03/24/2022,26.2,25.4,19.3,33.1,30.2,24,-3.35,33.5,35.6
2500,03/24/2022,23.6,11.7,15.5,34.2,16.4,49,-5.02,30.7,45.6
3400,03/24/2022,24,21.1,43.5,38.5,15.7,20.8,7.2,30,42.5
3600,03/24/2022,23.9,15.5,19.1,32.1,16.3,28.3,2.95,28,38
4400,03/24/2022,11.3,-0.399,-21.2,40.3,9.85,-40.6,50,23.9,37.4
900,03/25/2022,27.3,25.2,13,34.8,30.9,27.9,-4.4,33.6,35.2
2500,03/25/2022,21.7,10.9,6.94,34.9,17.5,42.1,-6.4,29.4,41.7
3400,03/25/2022,24.4,20.1,40.1,39.1,16.3,20.4,6.42,30.6,43
3600,03/25/2022,23.5,15.1,18.1,33.7,16.6,30.1,2.6,27.8,37.2
4400,03/25/2022,10.9,0.705,-9.84,33.3,9.01,-38.3,26.7,22.3,35.1
900,03/26/2022,26.7,24.9,19.3,35.6,31.8,24.2,-10.2,33.7,34.7
2500,03/26/2022,19.6,11.3,2,34.5,16.8,37.9,-6.02,24.5,32.2
3400,03/26/2022,24.2,19.7,36.7,39.5,16.8,18.3,4.76,30.6,42.7
3600,03/26/2022,23.6,16.4,20.5,34,17.2,27.8,1.56,27.4,36
4400,03/26/2022,12.2,3.49,10.8,24.4,8.16,-38.9,62.8,15.4,21.4
900,03/27/2022,26.7,27.6,22.5,37.2,32.7,28.7,-13.4,33.7,34.2
2500,03/27/2022,18,11.7,5.7,35.5,17.4,36.4,-9.53,22.7,27.6
3400,03/27/2022,24.2,19.1,38.1,40.9,17.6,17.6,4.23,30.8,42.3
3600,03/27/2022,22.9,16.2,23.4,33.2,16.9,24,0.619,26.7,34.9
4400,03/27/2022,11.5,3.22,39.7,22.7,7.8,-47.3,64.3,17.2,25.6
900,03/28/2022,25.7,28.5,22.6,32.6,33.8,28.7,-12.5,32.9,32.2
2500,03/28/2022,17.2,11.8,3.4,35.7,17.2,39.2,-11.6,21.4,25.2
3400,03/28/2022,22.9,19.5,35.8,40.1,17.6,16.3,3.18,29.8,40.4
3600,03/28/2022,21.7,15.8,18,31.1,16.8,23.9,0.993,26.1,33.8
4400,03/28/2022,7.97,5.15,22.1,13.4,8.17,-37,51.8,10.8,11.4
900,03/29/2022,22.4,27.4,19.8,30.5,31.5,23.1,-13.1,29.5,28.2
2500,03/29/2022,16.1,11.1,-3.24,34.5,16.5,32.8,-8.5,21.4,26
3400,03/29/2022,22,20,29.7,39.7,18,14.9,3.05,29.4,39.3
3600,03/29/2022,19.9,16,16.4,29.1,17.1,20.3,-1.65,24.9,31.1
4400,03/29/2022,9.39,7.84,43.6,12.8,13.1,-26,70.5,10.8,6.85
900,03/30/2022,22.9,30.6,17.9,34,34.4,20.4,-12.1,31.1,29
2500,03/30/2022,15.5,12.1,-8.36,34.1,17.6,31.5,-8.83,21.1,24.2
3400,03/30/2022,22,20.3,27.8,40.7,19.9,12.8,3.8,30.6,39.9
3600,03/30/2022,19.6,15.8,14.7,31.2,17.9,20.5,-2.11,25.8,32.2
4400,03/30/2022,11.4,10.7,48.6,15.3,14.4,-22.5,18,15.5,15.2
900,03/31/2022,23.7,29.3,16.2,35.1,36.3,22.6,-13,31.3,28.2
2500,03/31/2022,16.6,13.5,-7.35,33.6,18.1,29.2,-10.4,21.5,24.6
3400,03/31/2022,22.5,21.4,29.8,40.7,19.8,13,2.76,30.8,40.4
3600,03/31/2022,19.8,17.6,11.1,31.7,17.9,18.8,-4.51,25.9,32.4
4400,03/31/2022,14.5,10.2,18.8,19.5,10.7,-13.9,44.6,13.9,16
900,04/01/2022,22.9,29,14.5,35.2,36.3,18.6,-14.8,31.3,28.2
2500,04/01/2022,18,14.1,-9.16,34.3,18.7,35.5,-8.22,24.3,29.5
3400,04/01/2022,21.6,21.9,18.5,41,20.2,11.1,1.6,30.7,39.9
3600,04/01/2022,20.8,18.8,4.66,31.9,18.9,18.7,-1.12,27.3,34.1
4400,04/01/2022,14,10.7,14.3,24.6,14.5,-19.2,53.1,16.9,18.3
900,04/02/2022,23.1,30.8,14.9,35.9,36.2,26.6,-12.7,31.4,28.5
2500,04/02/2022,18.8,14.4,-7.18,34.5,20.5,36.5,-9.22,25.8,30.7
3400,04/02/2022,22.8,22.8,18.8,41.5,21.1,15.4,1.86,31.9,41.3
3600,04/02/2022,21.4,20,4.97,33.4,20,20.5,-2.59,28.8,36.1
4400,04/02/2022,14.9,10.4,12.2,28.9,18.4,-6.94,49.7,25.6,31.8
900,04/03/2022,24.2,30.6,13.6,36.2,35.3,27.3,-11.8,31.1,28.5
2500,04/03/2022,21.1,15.1,-7.54,35.1,22.3,38.5,-9.64,29.5,36.5
3400,04/03/2022,24.1,24.4,19.8,42.8,21.9,16.2,5.67,32.7,42.2
3600,04/03/2022,22.7,22.2,3.9,35.2,21.2,21.7,-2.65,30.2,37.6
4400,04/03/2022,18.8,11.1,8.5,23.3,19.2,8.66,67.7,24.4,28.8
900,04/04/2022,25,30.1,22.7,38,33.8,27.2,-11.5,31.2,29.6
2500,04/04/2022,23,14.9,-4.5,35.8,23.4,38,-4.48,31.2,38.9
3400,04/04/2022,25.5,25.2,22.5,41.8,21.6,19,9.27,32.7,42.4
3600,04/04/2022,24,22.3,7.06,35.1,21.1,20.8,1.49,29.9,37.3
4400,04/04/2022,22.6,11.6,13.7,27,20.4,18.7,74.8,29.7,38.9
900,04/05/2022,28.1,31.1,23.9,41.1,36.1,35.9,-10.3,34.2,33
2500,04/05/2022,24.3,14.2,-1.13,34.1,25.2,45.7,-4.53,31.1,36.7
3400,04/05/2022,26.8,25.9,26.2,42.5,22,21.5,11,33.3,43.3
3600,04/05/2022,25.9,23.3,8.37,37,21.7,26,4.32,31,38.6
4400,04/05/2022,23.7,9.44,19.6,28.2,17.7,15.6,70.1,29.2,40.6
900,04/06/2022,26.3,28.1,26.9,37,33.8,35.7,-11.8,31.1,29.3
2500,04/06/2022,25.5,15.3,1.59,34.6,25.9,44.7,-2.12,32.1,37.9
3400,04/06/2022,27.1,25.5,30.1,41.1,21.1,21.9,13.2,31.8,41.3
3600,04/06/2022,26.5,22.8,10.1,35.9,21.4,27.7,6.02,30.3,37.6
4400,04/06/2022,21.4,5.16,32,31.6,15.9,11.6,62.4,27,37.6
900,04/07/2022,25.8,25.7,25.2,35.4,35.2,33.6,-10.6,30.9,28.2
2500,04/07/2022,26.3,14.6,0.374,36.3,25.9,49.4,-1.03,33.6,41
3400,04/07/2022,26.5,24.2,27.1,40.2,20.7,22,15.4,30.2,38.5
3600,04/07/2022,26.3,21.1,12,35,21.4,28.9,8.05,29.9,37
4400,04/07/2022,20.8,5.99,51.7,25.4,18.2,32.1,48.6,27.7,36.2
900,04/08/2022,25.7,26,29.2,34.1,34.5,38.6,-6.78,30.8,28.5
2500,04/08/2022,26.8,14,8.76,36,23.8,50.6,2.8,32.1,40.2
3400,04/08/2022,26.8,23.1,42,39.1,20,23.5,17.5,29.9,38.7
3600,04/08/2022,25.5,18.9,20.2,33.2,19.9,28.5,7.21,27.8,34.3
4400,04/08/2022,15.5,2.76,52.8,25.6,17.4,55.2,57.7,9.9,5.09
900,04/09/2022,25.4,24.6,23.4,31.8,33.6,39.5,-4.63,30,27.7
2500,04/09/2022,25.8,12.2,3.53,35.2,22.6,47,1,32,41.3
3400,04/09/2022,25.6,22.7,44.3,38.1,18.2,21.8,20.2,28.1,36.9
3600,04/09/2022,25.1,18.4,19.8,31.4,18.8,26.6,9.25,26.8,33.3
4400,04/09/2022,16.9,3.03,58.4,27.3,10.2,27.8,48.1,3.97,0.0816
900,04/10/2022,24.3,23.9,24.7,31.6,33.7,36.6,-3.25,30.6,28.6
2500,04/10/2022,24.9,12.7,4.14,31.5,21.7,47.1,1.6,29.2,36.4
3400,04/10/2022,24.2,22.4,42.1,35.5,16.6,21.3,16.6,26.3,34.9
3600,04/10/2022,23.9,16.7,19.9,29.6,17.7,23.6,10.5,25.1,31.1
4400,04/10/2022,15.1,1.99,63.1,24.7,12.5,-4.71,35.3,2.98,-2.55
900,04/11/2022,24.8,26,17.7,33.2,34.8,35.7,-5.85,31.8,29.9
2500,04/11/2022,24.8,12.7,0.0123,31.5,19.9,51.2,-2.65,29,37.9
3400,04/11/2022,23.9,22.4,40.4,37.8,16.2,21.1,15.3,26.5,35.7
3600,04/11/2022,23.8,17.9,17.7,29.9,17.4,21.8,9.86,25.6,32.3
4400,04/11/2022,14.5,-1.28,59.5,25.7,11.5,-24.3,72.1,3.23,-1.22
900,04/12/2022,24.6,27.2,21.4,31.8,33.7,32.7,-6.06,31.4,29.9
2500,04/12/2022,24.5,12.8,-0.963,30.8,18.7,50.8,-2.28,28.2,37.3
3400,04/12/2022,24.4,22.6,39.6,38.6,16.2,22.8,16,26.7,36
3600,04/12/2022,23.5,17.5,20.8,29.6,16.6,16.9,10.2,25.4,32.8
4400,04/12/2022,14.5,-0.863,86.7,20.6,15.3,-25.9,43,4.77,-0.838
900,04/13/2022,26.9,28.5,22.5,35.7,35.1,33.7,-6.42,35.6,35.6
2500,04/13/2022,25.8,12.8,-0.528,30.6,20.1,50.4,-2.69,29.9,39.3
3400,04/13/2022,24.9,24.2,34.6,39.7,16.5,22.3,15.2,27.9,38.2
3600,04/13/2022,24,19.6,19.3,31.3,17.3,16.8,10.1,26.3,33.9
4400,04/13/2022,16.3,1.92,63.9,17,16,-27.8,38.3,5.85,0.575
900,04/14/2022,29.4,32.3,26.6,39.4,37.7,34,-5.68,39.4,40.2
2500,04/14/2022,26.5,13,2.42,30.9,24.6,45.8,-4.77,32,39
3400,04/14/2022,26.8,27.1,37,41.2,19.4,21.9,14.4,30.9,41.4
3600,04/14/2022,25.8,22,20.1,32.6,19.9,16.4,10.6,28.4,35.7
4400,04/14/2022,18.1,-2.98,69.4,24.8,17.5,-10.2,74.5,8.43,3.91
900,04/15/2022,30.7,32.2,23.1,42.8,45.3,28.4,-8.12,44.5,43.8
2500,04/15/2022,26,12.8,4.12,28.4,30.2,50.1,-10.9,33.8,37
3400,04/15/2022,28,28.9,33.9,45.3,25,21.7,15.3,35.3,44.8
3600,04/15/2022,27.1,24.5,24.1,34.8,24.6,13.6,10.6,32.6,39.5
4400,04/15/2022,20.6,-6.3,79,24.9,21.5,-11.6,72.6,28.1,34.7
900,04/16/2022,31.9,31.6,23.6,43,51.3,29.5,-5.99,46,42.6
2500,04/16/2022,26.5,11.5,8.62,27.1,36.2,62.4,-10.5,35.9,35.6
